run_name,loss,semitone_loss,octave_loss,dur_log_loss,dotted_loss,semitone_balanced_accuracy,semitone_accuracy,octave_balanced_accuracy,octave_accuracy,dur_log_balanced_accuracy,dur_log_accuracy,dotted_balanced_accuracy,dotted_accuracy
last,2.688758373260498,8.152832984924316,4.220646858215332,4.172929763793945,1.1455202102661133,0.4898078739643097,0.49417001008987427,0.6404551267623901,0.7381399869918823,0.524716317653656,0.741100013256073,0.5906141996383667,0.9289299845695496
ffwd,0.35579898953437805,1.2980690002441406,0.5050492286682129,0.49144449830055237,0.14494235813617706,0.5900958776473999,0.5933399796485901,0.585545539855957,0.8131499886512756,0.5702994465827942,0.8207449913024902,0.6951369047164917,0.9574249982833862
lstm,577.4404296875,1583.702880859375,1223.632568359375,841.6897583007812,229.6417236328125,0.08411303162574768,0.09172999858856201,0.11441460996866226,0.2472900003194809,0.14607207477092743,0.38947999477386475,0.5010992288589478,0.9408299922943115
s_lstm,nan,nan,nan,nan,nan,0.07692307978868484,0.07595500349998474,0.10000000149011612,0.07595500349998474,0.1428571492433548,0.010204999707639217,0.5,0.9546849727630615
