275 103 191 525 82 4 0
63 522 675 1559 485 4 0
37 177 7416 9229 1285 21 1
51 105 2449 115694 6159 71 1
3 48 333 6155 62719 518 21
0 6 32 255 2713 5502 187
0 0 7 14 149 34 82
